,State,County,num_hospitals,num_acute_care_hospitals,avg_acute_care_rating
1353,VA,FREDERICKSBURG CITY,1,1,2.0
1354,VA,GALAX CITY,1,1,2.0
1355,VA,GLOUCESTER,1,1,4.0
1356,VA,HALIFAX,1,1,4.0
1357,VA,HAMPTON CITY,1,1,3.0
1358,VA,HANOVER,1,1,4.0
1359,VA,HARRISONBURG CITY,1,1,4.0
1360,VA,HENRICO,2,2,4.5
1361,VA,HOPEWELL CITY,1,1,2.0
1362,VA,JAMES CITY,2,2,4.5
1363,VA,LOUDOUN,2,1,4.0
1364,VA,LYNCHBURG CITY,1,1,5.0
1365,VA,MANASSAS CITY,1,1,2.0
1366,VA,MARTINSVILLE CITY,1,1,1.0
1367,VA,MECKLENBURG,1,1,2.0
1368,VA,MONTGOMERY,2,2,2.5
1369,VA,NEWPORT NEWS CITY,2,2,3.5
1370,VA,NORFOLK CITY,4,3,4.0
1371,VA,NORTON CITY,1,1,3.0
1372,VA,PETERSBURG CITY,2,1,2.0
1373,VA,PORTSMOUTH CITY,1,1,2.0
1374,VA,PRINCE EDWARD,1,1,4.0
1375,VA,PRINCE WILLIAM,2,2,2.5
1376,VA,PULASKI,1,1,2.0
1377,VA,RICHMOND CITY,3,2,3.0
1378,VA,ROANOKE CITY,1,1,2.0
1379,VA,RUSSELL,1,1,3.0
1380,VA,SALEM,1,1,4.0
1381,VA,SMYTH,1,1,3.0
1382,VA,SPOTSYLVANIA,1,1,3.0
1383,VA,STAFFORD,1,1,3.0
1384,VA,SUFFOLK CITY,1,1,4.0
1385,VA,TAZEWELL,2,2,3.5
1386,VA,VIRGINIA BEACH CITY,2,2,3.5
1387,VA,WARREN,1,1,4.0
1388,VA,WASHINGTON,1,1,1.0
1389,VA,WINCHESTER CITY,1,1,3.0
1390,VA,WISE,1,1,2.0
1391,VA,WYTHE,1,1,3.0
1392,VT,BENNINGTON,1,1,5.0
1393,VT,CHITTENDEN,1,1,2.0
1394,VT,FRANKLIN,1,1,3.0
1395,VT,RUTLAND,1,1,4.0
1396,VT,WASHINGTON,1,1,4.0
1397,VT,WINDHAM,2,1,4.0
1398,WA,BENTON,3,2,4.0
1399,WA,CHELAN,4,2,3.5
1400,WA,CLALLAM,2,1,3.0
1401,WA,CLARK,2,2,2.5
1402,WA,COWLITZ,1,1,3.0
1403,WA,GRANT,4,1,3.0
1404,WA,GRAYS HARBOR,2,1,1.0
1405,WA,KING,17,13,3.8461538461538463
1406,WA,KITSAP,1,1,2.0
1407,WA,LEWIS,2,1,4.0
1408,WA,PIERCE,6,5,2.8
1409,WA,SKAGIT,3,2,2.5
1410,WA,SNOHOMISH,4,4,2.25
1411,WA,SPOKANE,5,4,3.75
1412,WA,THURSTON,2,2,4.0
1413,WA,WALLA WALLA,1,1,5.0
1414,WA,WHATCOM,1,1,4.0
1415,WA,YAKIMA,4,3,3.3333333333333335
1416,WI,BARRON,3,1,5.0
1417,WI,BROWN,4,4,3.25
1418,WI,CHIPPEWA,3,1,5.0
1419,WI,COLUMBIA,2,1,2.0
1420,WI,DANE,4,3,5.0
1421,WI,DODGE,3,2,4.0
1422,WI,EAU CLAIRE,3,3,4.666666666666667
1423,WI,FOND DU LAC,2,1,3.0
1424,WI,GREEN,1,1,5.0
1425,WI,JEFFERSON,1,1,5.0
1426,WI,JUNEAU,1,1,3.0
1427,WI,KENOSHA,2,2,4.5
1428,WI,LA CROSSE,2,2,4.5
1429,WI,MANITOWOC,2,2,5.0
1430,WI,MARATHON,2,2,4.0
1431,WI,MARINETTE,1,1,4.0
1432,WI,MILWAUKEE,10,7,4.0
1433,WI,ONEIDA,2,2,4.0
1434,WI,OUTAGAMIE,3,2,3.5
1435,WI,OZAUKEE,3,2,5.0
1436,WI,PORTAGE,1,1,5.0
1437,WI,RACINE,2,2,3.0
1438,WI,ROCK,4,3,3.0
1439,WI,SAUK,3,2,4.5
1440,WI,SHEBOYGAN,2,2,4.5
1441,WI,WALWORTH,2,1,5.0
1442,WI,WASHINGTON,2,2,3.5
1443,WI,WAUKESHA,4,4,4.0
1444,WI,WINNEBAGO,4,3,4.333333333333333
1445,WI,WOOD,2,2,3.5
1446,WV,BERKELEY,1,1,3.0
1447,WV,CABELL,2,2,3.0
1448,WV,GREENBRIER,1,1,4.0
1449,WV,HANCOCK,1,1,3.0
1450,WV,HARRISON,1,1,4.0
1451,WV,KANAWHA,4,3,3.0
1452,WV,LEWIS,1,1,3.0
1453,WV,LOGAN,1,1,2.0
1454,WV,MARION,1,1,2.0
1455,WV,MARSHALL,1,1,3.0
1456,WV,MASON,1,1,3.0
1457,WV,MCDOWELL,1,1,4.0
1458,WV,MERCER,2,2,2.0
1459,WV,MINGO,1,1,3.0
1460,WV,MONONGALIA,2,2,2.5
1461,WV,NICHOLAS,1,1,2.0
1462,WV,OHIO,2,2,2.0
1463,WV,RALEIGH,2,2,2.5
1464,WV,RANDOLPH,1,1,2.0
1465,WV,WETZEL,1,1,4.0
1466,WV,WOOD,1,1,1.0
1467,WY,ALBANY,1,1,4.0
1468,WY,CAMPBELL,1,1,3.0
1469,WY,FREMONT,1,1,2.0
1470,WY,LARAMIE,1,1,2.0
1471,WY,NATRONA,3,1,3.0
1472,WY,SHERIDAN,1,1,3.0
1473,WY,SWEETWATER,2,1,3.0
1474,WY,TETON,1,1,5.0
1475,WY,UINTA,1,1,3.0
