,State,County,num_hospitals,num_acute_care_hospitals,avg_acute_care_rating
679,MO,FRANKLIN,1,1,5.0
680,MO,GREENE,2,2,3.5
681,MO,HENRY,1,1,4.0
682,MO,HOWELL,2,1,2.0
683,MO,JACKSON,10,9,3.0
684,MO,JASPER,3,2,2.5
685,MO,JEFFERSON,2,2,2.5
686,MO,JOHNSON,1,1,3.0
687,MO,LACLEDE,1,1,3.0
688,MO,MARION,1,1,2.0
689,MO,NEW MADRID,1,1,4.0
690,MO,NODAWAY,1,1,4.0
691,MO,PEMISCOT,1,1,1.0
692,MO,PETTIS,1,1,3.0
693,MO,PHELPS,1,1,3.0
694,MO,PLATTE,1,1,4.0
695,MO,POLK,1,1,2.0
696,MO,RANDOLPH,1,1,4.0
697,MO,RIPLEY,1,1,3.0
698,MO,SAINT CHARLES,4,4,2.5
699,MO,SAINT FRANCOIS,2,1,4.0
700,MO,SAINT LOUIS,10,9,3.3333333333333335
701,MO,SAINT LOUIS CITY,5,3,1.6666666666666667
702,MO,SALINE,2,1,3.0
703,MO,STODDARD,1,1,2.0
704,MO,TANEY,1,1,3.0
705,MO,TEXAS,1,1,3.0
706,MO,VERNON,1,1,4.0
707,MS,ADAMS,1,1,2.0
708,MS,ALCORN,1,1,2.0
709,MS,BOLIVAR,1,1,3.0
710,MS,CLAY,1,1,4.0
711,MS,COAHOMA,1,1,2.0
712,MS,DESOTO,2,2,2.5
713,MS,FORREST,2,2,2.0
714,MS,GEORGE,1,1,4.0
715,MS,GRENADA,1,1,2.0
716,MS,HANCOCK,1,1,4.0
717,MS,HARRISON,3,3,2.0
718,MS,HINDS,5,4,2.25
719,MS,JACKSON,1,1,1.0
720,MS,JONES,1,1,2.0
721,MS,LAFAYETTE,1,1,4.0
722,MS,LAUDERDALE,4,2,1.5
723,MS,LEE,1,1,2.0
724,MS,LEFLORE,1,1,1.0
725,MS,LINCOLN,1,1,3.0
726,MS,LOWNDES,1,1,2.0
727,MS,MADISON,1,1,2.0
728,MS,MARION,1,1,3.0
729,MS,MARSHALL,1,1,3.0
730,MS,MONROE,2,1,3.0
731,MS,NESHOBA,3,1,3.0
732,MS,OKTIBBEHA,1,1,3.0
733,MS,PANOLA,1,1,3.0
734,MS,PEARL RIVER,2,1,3.0
735,MS,PIKE,2,2,3.5
736,MS,PRENTISS,1,1,4.0
737,MS,RANKIN,4,2,3.0
738,MS,SIMPSON,2,1,3.0
739,MS,SUNFLOWER,2,1,3.0
740,MS,TATE,1,1,3.0
741,MS,TISHOMINGO,1,1,4.0
742,MS,UNION,1,1,4.0
743,MS,WARREN,1,1,1.0
744,MS,WASHINGTON,1,1,1.0
745,MS,WAYNE,1,1,3.0
746,MS,WEBSTER,1,1,2.0
747,MS,YALOBUSHA,1,1,4.0
748,MT,CASCADE,2,2,3.5
749,MT,FLATHEAD,3,2,4.5
750,MT,GALLATIN,2,1,4.0
751,MT,HILL,1,1,3.0
752,MT,LEWIS AND CLARK,1,1,4.0
753,MT,MISSOULA,2,2,4.0
754,MT,SILVER BOW,1,1,3.0
755,MT,YELLOWSTONE,2,2,4.0
756,NC,ALAMANCE,1,1,2.0
757,NC,BEAUFORT,1,1,4.0
758,NC,BRUNSWICK,2,1,3.0
759,NC,BUNCOMBE,1,1,5.0
760,NC,BURKE,1,1,2.0
761,NC,CABARRUS,1,1,3.0
762,NC,CALDWELL,1,1,3.0
763,NC,CARTERET,1,1,3.0
764,NC,CATAWBA,2,2,2.0
765,NC,CLEVELAND,2,2,4.0
766,NC,COLUMBUS,1,1,3.0
767,NC,CRAVEN,1,1,5.0
768,NC,CUMBERLAND,1,1,3.0
769,NC,DAVIDSON,2,2,2.5
770,NC,DUPLIN,1,1,3.0
771,NC,DURHAM,3,2,3.5
772,NC,EDGECOMBE,1,1,3.0
773,NC,FORSYTH,3,2,2.5
774,NC,GASTON,1,1,4.0
775,NC,GRANVILLE,1,1,2.0
776,NC,GUILFORD,2,2,3.5
777,NC,HALIFAX,2,1,3.0
778,NC,HARNETT,1,1,2.0
779,NC,HAYWOOD,1,1,3.0
780,NC,HENDERSON,2,2,4.5
781,NC,HERTFORD,1,1,2.0
782,NC,HOKE,1,1,4.0
783,NC,IREDELL,3,3,2.6666666666666665
784,NC,JACKSON,1,1,3.0
785,NC,JOHNSTON,1,1,4.0
786,NC,LEE,1,1,2.0
787,NC,LENOIR,1,1,1.0
788,NC,LINCOLN,1,1,4.0
789,NC,MARTIN,1,1,2.0
790,NC,MCDOWELL,1,1,5.0
791,NC,MECKLENBURG,6,6,3.8333333333333335
792,NC,MOORE,1,1,4.0
793,NC,NASH,1,1,1.0
794,NC,NEW HANOVER,2,1,2.0
795,NC,ONSLOW,1,1,2.0
796,NC,ORANGE,1,1,2.0
797,NC,PASQUOTANK,1,1,2.0
798,NC,PERSON,1,1,3.0
799,NC,PITT,1,1,3.0
800,NC,RANDOLPH,1,1,3.0
801,NC,RICHMOND,1,1,3.0
802,NC,ROBESON,1,1,1.0
803,NC,ROCKINGHAM,1,1,3.0
804,NC,ROWAN,1,1,2.0
805,NC,RUTHERFORD,1,1,3.0
806,NC,SAMPSON,1,1,2.0
807,NC,SCOTLAND,1,1,4.0
808,NC,STANLY,1,1,2.0
809,NC,SURRY,2,2,3.5
810,NC,UNION,1,1,2.0
811,NC,VANCE,1,1,2.0
812,NC,WAKE,4,4,3.5
813,NC,WATAUGA,1,1,4.0
814,NC,WAYNE,1,1,2.0
815,NC,WILKES,1,1,3.0
816,NC,WILSON,1,1,2.0
817,ND,BURLEIGH,2,2,3.5
818,ND,CASS,2,2,3.5
819,ND,GRAND FORKS,2,1,3.0
820,ND,WARD,2,1,2.0
821,NE,ADAMS,1,1,4.0
822,NE,BUFFALO,2,2,3.5
823,NE,DODGE,1,1,3.0
824,NE,DOUGLAS,10,5,2.8
825,NE,HALL,1,1,4.0
826,NE,LANCASTER,4,3,4.0
827,NE,LINCOLN,1,1,3.0
828,NE,MADISON,1,1,3.0
829,NE,PLATTE,1,1,4.0
830,NE,SARPY,2,2,3.0
831,NE,SCOTTS BLUFF,1,1,2.0
832,NH,BELKNAP,1,1,2.0
833,NH,CHESHIRE,1,1,4.0
834,NH,GRAFTON,5,1,4.0
835,NH,HILLSBOROUGH,5,4,4.5
836,NH,MERRIMACK,3,1,4.0
837,NH,ROCKINGHAM,3,3,3.3333333333333335
838,NH,STRAFFORD,2,2,4.5
839,NJ,ATLANTIC,2,2,4.0
840,NJ,BERGEN,6,6,3.3333333333333335
841,NJ,BURLINGTON,4,3,2.3333333333333335
842,NJ,CAMDEN,4,4,3.0
843,NJ,CAPE MAY,1,1,3.0
844,NJ,CUMBERLAND,1,1,2.0
845,NJ,ESSEX,7,7,2.2857142857142856
846,NJ,GLOUCESTER,1,1,2.0
847,NJ,HUDSON,6,6,1.6666666666666667
848,NJ,HUNTERDON,1,1,4.0
849,NJ,MERCER,4,4,2.25
850,NJ,MIDDLESEX,6,5,2.0
851,NJ,MONMOUTH,5,5,3.4
852,NJ,MORRIS,3,3,3.0
853,NJ,OCEAN,4,4,3.25
854,NJ,PASSAIC,2,2,1.5
855,NJ,SALEM,2,2,3.0
856,NJ,SOMERSET,1,1,3.0
857,NJ,SUSSEX,1,1,4.0
858,NJ,UNION,3,3,2.3333333333333335
859,NJ,WARREN,2,2,3.5
860,NM,BERNALILLO,5,5,3.0
861,NM,CHAVES,2,2,2.5
862,NM,CURRY,1,1,2.0
863,NM,DONA ANA,2,2,1.5
864,NM,EDDY,2,2,2.5
865,NM,GRANT,1,1,4.0
866,NM,LEA,2,1,2.0
867,NM,LOS ALAMOS,1,1,3.0
868,NM,MCKINLEY,4,2,2.0
869,NM,OTERO,2,1,3.0
870,NM,RIO ARRIBA,1,1,4.0
871,NM,ROOSEVELT,1,1,3.0
872,NM,SAN JUAN,2,2,2.5
873,NM,SAN MIGUEL,1,1,3.0
874,NM,SANDOVAL,1,1,3.0
875,NM,SANTA FE,2,1,3.0
876,NV,CARSON CITY,2,2,2.5
877,NV,CLARK,18,13,1.3076923076923077
878,NV,ELKO,1,1,3.0
879,NV,WASHOE,4,3,2.0
880,NY,ALBANY,3,3,2.6666666666666665
881,NY,ALLEGANY,2,1,2.0
882,NY,BRONX,6,6,1.1666666666666667
883,NY,BROOME,2,2,2.0
884,NY,CATTARAUGUS,1,1,2.0
885,NY,CAYUGA,1,1,1.0
886,NY,CHAUTAUQUA,4,3,2.0
887,NY,CHEMUNG,2,2,3.0
888,NY,CHENANGO,1,1,3.0
889,NY,CLINTON,1,1,3.0
890,NY,COLUMBIA,1,1,2.0
891,NY,CORTLAND,1,1,3.0
892,NY,DUTCHESS,2,2,2.0
893,NY,ERIE,6,6,2.3333333333333335
894,NY,FRANKLIN,2,2,3.0
895,NY,FULTON,1,1,4.0
896,NY,GENESEE,1,1,3.0
897,NY,JEFFERSON,3,1,2.0
898,NY,KINGS,12,12,1.1666666666666667
899,NY,LIVINGSTON,1,1,3.0
900,NY,MADISON,2,1,3.0
901,NY,MONROE,5,4,2.75
902,NY,MONTGOMERY,1,1,2.0
903,NY,NASSAU,9,9,2.111111111111111
904,NY,NEW YORK,12,10,2.7
905,NY,NIAGARA,3,3,2.3333333333333335
906,NY,ONEIDA,3,3,1.3333333333333333
907,NY,ONONDAGA,3,3,2.0
908,NY,ONTARIO,3,3,2.0
909,NY,ORANGE,4,4,2.75
910,NY,OSWEGO,1,1,3.0
911,NY,OTSEGO,2,2,2.5
912,NY,PUTNAM,1,1,3.0
913,NY,QUEENS,7,7,1.0
914,NY,RENSSELAER,3,2,2.0
915,NY,RICHMOND,2,2,1.0
916,NY,ROCKLAND,3,2,1.5
917,NY,SAINT LAWRENCE,5,3,2.6666666666666665
918,NY,SARATOGA,1,1,4.0
919,NY,SCHENECTADY,2,1,2.0
920,NY,SCHOHARIE,1,1,3.0
921,NY,STEUBEN,3,3,3.6666666666666665
922,NY,SUFFOLK,11,11,2.4545454545454546
923,NY,SULLIVAN,2,1,2.0
924,NY,TOMPKINS,1,1,2.0
925,NY,ULSTER,3,1,1.0
926,NY,WARREN,1,1,3.0
927,NY,WAYNE,1,1,2.0
928,NY,WESTCHESTER,11,10,2.2
929,NY,WYOMING,1,1,2.0
930,OH,ALLEN,4,2,3.5
931,OH,ASHLAND,1,1,4.0
932,OH,ASHTABULA,4,1,2.0
933,OH,ATHENS,1,1,4.0
934,OH,AUGLAIZE,1,1,5.0
935,OH,BELMONT,3,1,2.0
936,OH,BUTLER,4,4,3.5
937,OH,CLARK,2,2,4.0
938,OH,CLERMONT,1,1,4.0
939,OH,CLINTON,1,1,3.0
940,OH,COLUMBIANA,2,2,2.5
941,OH,COSHOCTON,1,1,3.0
942,OH,CUYAHOGA,17,15,4.333333333333333
943,OH,DARKE,1,1,3.0
944,OH,DEFIANCE,3,1,5.0
945,OH,DELAWARE,1,1,4.0
946,OH,ERIE,1,1,4.0
947,OH,FAIRFIELD,2,1,3.0
948,OH,FRANKLIN,10,8,3.875
949,OH,GALLIA,1,1,2.0
950,OH,GEAUGA,1,1,4.0
951,OH,GREENE,2,2,2.5
952,OH,GUERNSEY,1,1,3.0
953,OH,HAMILTON,10,8,4.375
954,OH,HANCOCK,1,1,4.0
955,OH,HOLMES,1,1,4.0
956,OH,HURON,2,1,4.0
957,OH,JEFFERSON,1,1,4.0
958,OH,KNOX,1,1,3.0
959,OH,LAKE,1,1,4.0
960,OH,LICKING,1,1,3.0
961,OH,LOGAN,1,1,3.0
962,OH,LORAIN,4,2,3.5
963,OH,LUCAS,8,8,3.5
964,OH,MADISON,1,1,4.0
965,OH,MAHONING,4,4,2.5
966,OH,MARION,1,1,3.0
967,OH,MEDINA,2,1,4.0
968,OH,MERCER,1,1,4.0
969,OH,MIAMI,1,1,3.0
970,OH,MONTGOMERY,7,5,3.4
971,OH,MUSKINGUM,1,1,4.0
972,OH,PICKAWAY,1,1,2.0
973,OH,PORTAGE,1,1,3.0
974,OH,RICHLAND,3,1,2.0
975,OH,ROSS,1,1,4.0
976,OH,SANDUSKY,2,2,4.0
977,OH,SCIOTO,2,2,3.0
978,OH,SENECA,2,1,5.0
979,OH,SHELBY,1,1,4.0
980,OH,STARK,4,4,3.75
981,OH,SUMMIT,6,3,2.3333333333333335
982,OH,TRUMBULL,2,2,3.0
983,OH,TUSCARAWAS,2,1,4.0
984,OH,UNION,1,1,4.0
985,OH,VAN WERT,1,1,3.0
986,OH,WARREN,1,1,3.0
987,OH,WASHINGTON,2,1,1.0
988,OH,WAYNE,2,1,4.0
989,OH,WILLIAMS,2,1,3.0
990,OH,WOOD,1,1,4.0
991,OK,ADAIR,1,1,4.0
992,OK,BECKHAM,1,1,2.0
993,OK,BRYAN,1,1,2.0
994,OK,CANADIAN,2,2,3.0
995,OK,CARTER,2,1,4.0
996,OK,CHEROKEE,2,2,3.5
997,OK,CHOCTAW,1,1,2.0
998,OK,CLEVELAND,3,2,4.0
999,OK,COMANCHE,3,2,1.5
1000,OK,CREEK,3,1,4.0
1001,OK,CUSTER,2,1,4.0
1002,OK,DELAWARE,1,1,4.0
1003,OK,GARFIELD,2,2,4.5
1004,OK,GARVIN,2,1,4.0
1005,OK,GRADY,1,1,4.0
1006,OK,JACKSON,1,1,3.0
1007,OK,KAY,2,2,3.0
1008,OK,KIOWA,1,1,2.0
1009,OK,LATIMER,2,1,4.0
1010,OK,MAYES,1,1,3.0
1011,OK,MCCLAIN,1,1,4.0
1012,OK,MCCURTAIN,1,1,2.0
1013,OK,MUSKOGEE,1,1,2.0
1014,OK,NOBLE,1,1,3.0
1015,OK,OKLAHOMA,18,12,3.4166666666666665
1016,OK,OKMULGEE,2,2,3.0
1017,OK,OSAGE,3,1,2.0
1018,OK,OTTAWA,1,1,3.0
1019,OK,PAYNE,2,2,4.5
1020,OK,PITTSBURG,1,1,2.0
1021,OK,PONTOTOC,2,2,3.0
1022,OK,POTTAWATOMIE,1,1,3.0
1023,OK,PUSHMATAHA,1,1,2.0
1024,OK,ROGERS,2,1,3.0
1025,OK,SEMINOLE,1,1,4.0
1026,OK,SEQUOYAH,1,1,4.0
1027,OK,STEPHENS,1,1,3.0
1028,OK,TULSA,12,10,3.5
1029,OK,WAGONER,1,1,3.0
1030,OK,WASHINGTON,1,1,2.0
1031,OK,WOODS,1,1,3.0
1032,OK,WOODWARD,1,1,3.0
1033,OR,BENTON,1,1,3.0
1034,OR,CLACKAMAS,3,3,3.6666666666666665
1035,OR,COOS,3,1,2.0
1036,OR,DESCHUTES,2,2,4.0
1037,OR,DOUGLAS,2,1,3.0
1038,OR,JACKSON,3,3,4.333333333333333
1039,OR,JOSEPHINE,1,1,5.0
1040,OR,KLAMATH,1,1,3.0
1041,OR,LANE,5,3,2.3333333333333335
1042,OR,LINN,2,1,3.0
1043,OR,MALHEUR,1,1,4.0
1044,OR,MARION,3,3,3.6666666666666665
1045,OR,MULTNOMAH,7,6,3.5
1046,OR,WASCO,1,1,3.0
1047,OR,WASHINGTON,4,4,4.25
1048,OR,YAMHILL,2,2,4.0
1049,PA,ADAMS,1,1,4.0
1050,PA,ALLEGHENY,18,15,3.0
1051,PA,ARMSTRONG,1,1,3.0
1052,PA,BEAVER,1,1,3.0
1053,PA,BEDFORD,1,1,4.0
1054,PA,BERKS,3,3,3.6666666666666665
1055,PA,BLAIR,3,2,2.5
1056,PA,BRADFORD,3,2,3.0
1057,PA,BUCKS,7,5,4.4
1058,PA,BUTLER,1,1,4.0
1059,PA,CAMBRIA,2,2,3.0
1060,PA,CARBON,2,1,3.0
1061,PA,CENTRE,1,1,4.0
1062,PA,CHESTER,5,5,3.4
1063,PA,CLARION,1,1,2.0
1064,PA,CLEARFIELD,2,2,3.0
1065,PA,CLINTON,2,1,4.0
1066,PA,COLUMBIA,2,2,3.0
1067,PA,CRAWFORD,2,1,3.0
1068,PA,CUMBERLAND,2,2,4.0
1069,PA,DAUPHIN,2,2,3.5
1070,PA,DELAWARE,5,5,2.8
1071,PA,ERIE,4,3,2.3333333333333335
1072,PA,FAYETTE,2,2,3.0
1073,PA,FRANKLIN,2,2,3.5
1074,PA,GREENE,1,1,3.0
1075,PA,HUNTINGDON,1,1,4.0
1076,PA,INDIANA,1,1,2.0
1077,PA,JEFFERSON,2,1,4.0
1078,PA,LACKAWANNA,3,3,1.6666666666666667
1079,PA,LANCASTER,4,4,3.25
1080,PA,LAWRENCE,2,2,3.0
1081,PA,LEBANON,1,1,3.0
1082,PA,LEHIGH,5,3,3.0
1083,PA,LUZERNE,3,3,2.0
1084,PA,LYCOMING,3,1,3.0
1085,PA,MCKEAN,2,2,3.5
1086,PA,MERCER,4,3,3.3333333333333335
1087,PA,MIFFLIN,1,1,3.0
1088,PA,MONROE,2,1,4.0
1089,PA,MONTGOMERY,10,7,3.0
1090,PA,MONTOUR,1,1,2.0
1091,PA,NORTHAMPTON,3,3,3.6666666666666665
1092,PA,NORTHUMBERLAND,1,1,3.0
1093,PA,PHILADELPHIA,17,13,2.4615384615384617
1094,PA,SCHUYLKILL,3,3,2.6666666666666665
1095,PA,SOMERSET,3,2,3.5
1096,PA,UNION,1,1,4.0
1097,PA,VENANGO,1,1,4.0
1098,PA,WARREN,1,1,3.0
1099,PA,WASHINGTON,4,3,3.6666666666666665
1100,PA,WAYNE,1,1,2.0
1101,PA,WESTMORELAND,3,3,3.3333333333333335
1102,PA,WYOMING,1,1,4.0
1103,PA,YORK,5,3,3.0
1104,PR,BAYAMON,4,1,2.0
1105,PR,CAGUAS,2,1,2.0
1106,PR,PONCE,4,2,1.5
1107,PR,SAN JUAN,16,2,1.5
1108,RI,KENT,1,1,3.0
1109,RI,NEWPORT,1,1,4.0
1110,RI,PROVIDENCE,7,7,2.7142857142857144
1111,RI,WASHINGTON,2,2,4.5
1112,SC,AIKEN,1,1,2.0
1113,SC,ANDERSON,1,1,3.0
1114,SC,BEAUFORT,2,2,3.0
1115,SC,CHARLESTON,6,6,4.0
1116,SC,CHEROKEE,1,1,2.0
1117,SC,CHESTER,1,1,3.0
1118,SC,CHESTERFIELD,1,1,3.0
1119,SC,COLLETON,1,1,3.0
1120,SC,DARLINGTON,2,1,2.0
1121,SC,DILLON,1,1,4.0
1122,SC,FLORENCE,3,3,2.3333333333333335
1123,SC,GEORGETOWN,2,2,3.5
1124,SC,GREENVILLE,7,6,4.5
1125,SC,GREENWOOD,1,1,3.0
1126,SC,HAMPTON,1,1,3.0
1127,SC,HORRY,3,3,2.3333333333333335
1128,SC,JASPER,1,1,2.0
1129,SC,KERSHAW,1,1,4.0
1130,SC,LANCASTER,1,1,1.0
1131,SC,LAURENS,1,1,2.0
1132,SC,LEXINGTON,2,2,4.5
1133,SC,MARION,1,1,2.0
1134,SC,NEWBERRY,1,1,4.0
1135,SC,OCONEE,1,1,3.0
1136,SC,ORANGEBURG,1,1,2.0
1137,SC,PICKENS,2,2,3.5
1138,SC,RICHLAND,3,3,3.0
1139,SC,SPARTANBURG,2,2,2.0
1140,SC,SUMTER,1,1,3.0
1141,SC,YORK,1,1,1.0
1142,SD,BROOKINGS,1,1,4.0
1143,SD,BROWN,2,2,4.0
1144,SD,CODINGTON,1,1,4.0
1145,SD,DAVISON,1,1,5.0
1146,SD,HUGHES,1,1,4.0
1147,SD,LAWRENCE,2,1,4.0
1148,SD,MINNEHAHA,6,4,4.25
1149,SD,PENNINGTON,4,1,4.0
1150,SD,UNION,1,1,4.0
1151,SD,YANKTON,1,1,4.0
1152,TN,ANDERSON,1,1,3.0
1153,TN,BEDFORD,1,1,2.0
1154,TN,BLOUNT,1,1,3.0
1155,TN,BRADLEY,1,1,1.0
1156,TN,CAMPBELL,2,2,1.5
1157,TN,CANNON,1,1,3.0
1158,TN,CARROLL,2,2,3.5
1159,TN,CARTER,1,1,3.0
1160,TN,CLAIBORNE,1,1,2.0
1161,TN,COCKE,1,1,3.0
1162,TN,COFFEE,2,2,2.5
1163,TN,CUMBERLAND,1,1,3.0
1164,TN,DAVIDSON,9,8,2.625
1165,TN,DECATUR,1,1,2.0
1166,TN,DEKALB,1,1,3.0
1167,TN,DICKSON,1,1,4.0
1168,TN,DYER,1,1,1.0
1169,TN,FENTRESS,1,1,4.0
1170,TN,FRANKLIN,1,1,3.0
1171,TN,GIBSON,1,1,4.0
1172,TN,GILES,1,1,3.0
1173,TN,GREENE,2,2,2.5
1174,TN,HAMBLEN,2,2,2.5
1175,TN,HAMILTON,3,3,2.3333333333333335
1176,TN,HARDEMAN,1,1,3.0
1177,TN,HARDIN,1,1,3.0
1178,TN,HAWKINS,1,1,4.0
1179,TN,HENDERSON,1,1,4.0
1180,TN,HENRY,1,1,4.0
1181,TN,HOUSTON,1,1,4.0
1182,TN,JEFFERSON,1,1,3.0
1183,TN,KNOX,5,4,2.25
1184,TN,LAWRENCE,1,1,4.0
1185,TN,LINCOLN,1,1,3.0
1186,TN,LOUDON,1,1,4.0
1187,TN,MADISON,2,2,2.0
1188,TN,MAURY,1,1,3.0
1189,TN,MCMINN,1,1,3.0
1190,TN,MONROE,1,1,3.0
1191,TN,MONTGOMERY,1,1,1.0
1192,TN,OBION,1,1,3.0
1193,TN,OVERTON,1,1,2.0
1194,TN,PERRY,1,1,2.0
1195,TN,PUTNAM,1,1,3.0
1196,TN,ROANE,1,1,3.0
1197,TN,ROBERTSON,1,1,3.0
1198,TN,RUTHERFORD,3,2,2.5
1199,TN,SEVIER,1,1,2.0
1200,TN,SHELBY,7,6,2.0
1201,TN,SULLIVAN,3,3,2.3333333333333335
1202,TN,SUMNER,2,2,2.5
1203,TN,TIPTON,1,1,4.0
1204,TN,UNICOI,1,1,3.0
1205,TN,WARREN,1,1,4.0
1206,TN,WASHINGTON,2,2,3.5
1207,TN,WAYNE,1,1,3.0
1208,TN,WEAKLEY,1,1,3.0
1209,TN,WHITE,1,1,3.0
1210,TN,WILLIAMSON,1,1,4.0
1211,TN,WILSON,1,1,2.0
1212,TX,ANDERSON,1,1,3.0
1213,TX,ANDREWS,1,1,3.0
1214,TX,ANGELINA,2,2,4.0
1215,TX,ATASCOSA,1,1,3.0
1216,TX,AUSTIN,1,1,3.0
1217,TX,BASTROP,1,1,4.0
1218,TX,BAYLOR,1,1,4.0
1219,TX,BEE,1,1,3.0
1220,TX,BELL,3,3,3.0
1221,TX,BEXAR,13,8,3.375
1222,TX,BOWIE,2,2,4.0
1223,TX,BRAZORIA,3,2,3.0
1224,TX,BRAZOS,4,3,4.0
1225,TX,BROWN,1,1,2.0
1226,TX,BURNET,2,1,4.0
1227,TX,CAMERON,4,4,3.75
1228,TX,CHEROKEE,2,1,4.0
1229,TX,CHILDRESS,1,1,4.0
1230,TX,COLLIN,13,10,3.4
1231,TX,COLORADO,3,1,3.0
1232,TX,COMAL,1,1,3.0
1233,TX,COOKE,2,1,3.0
1234,TX,DALLAS,29,20,3.15
1235,TX,DE WITT,2,1,4.0
1236,TX,DEAF SMITH,1,1,4.0
1237,TX,DENTON,9,6,3.8333333333333335
1238,TX,EASTLAND,1,1,4.0
1239,TX,ECTOR,2,2,2.0
1240,TX,EL PASO,9,6,2.1666666666666665
1241,TX,ELLIS,2,2,4.5
1242,TX,ERATH,1,1,3.0
1243,TX,FALLS,1,1,4.0
1244,TX,FAYETTE,1,1,4.0
1245,TX,FORT BEND,6,5,3.4
1246,TX,FREESTONE,1,1,3.0
1247,TX,GALVESTON,2,1,2.0
1248,TX,GILLESPIE,1,1,5.0
1249,TX,GONZALES,1,1,3.0
1250,TX,GRAY,1,1,4.0
1251,TX,GRAYSON,3,3,3.0
1252,TX,GREGG,3,2,3.0
1253,TX,GUADALUPE,1,1,3.0
1254,TX,HALE,1,1,4.0
1255,TX,HAMILTON,1,1,5.0
1256,TX,HARRIS,42,29,3.2758620689655173
1257,TX,HARRISON,1,1,4.0
1258,TX,HAYS,2,2,2.5
1259,TX,HENDERSON,1,1,3.0
1260,TX,HIDALGO,6,6,3.6666666666666665
1261,TX,HILL,1,1,3.0
1262,TX,HOCKLEY,1,1,4.0
1263,TX,HOOD,1,1,3.0
1264,TX,HOPKINS,1,1,3.0
1265,TX,HOWARD,1,1,2.0
1266,TX,HUNT,1,1,2.0
1267,TX,JASPER,1,1,4.0
1268,TX,JEFFERSON,3,3,1.6666666666666667
1269,TX,JIM WELLS,1,1,4.0
1270,TX,JOHNSON,3,2,4.0
1271,TX,JONES,3,1,3.0
1272,TX,KAUFMAN,1,1,3.0
1273,TX,KERR,1,1,4.0
1274,TX,KLEBERG,1,1,2.0
1275,TX,LAMAR,1,1,2.0
1276,TX,LIMESTONE,2,1,4.0
1277,TX,LLANO,1,1,3.0
1278,TX,LUBBOCK,5,4,3.5
1279,TX,MATAGORDA,2,1,4.0
1280,TX,MAVERICK,1,1,4.0
1281,TX,MCLENNAN,2,2,2.5
1282,TX,MIDLAND,1,1,3.0
1283,TX,MONTAGUE,1,1,3.0
1284,TX,MONTGOMERY,6,3,2.3333333333333335
1285,TX,NACOGDOCHES,2,2,3.0
1286,TX,NAVARRO,1,1,2.0
1287,TX,NOLAN,1,1,4.0
1288,TX,NUECES,4,3,3.6666666666666665
1289,TX,PALO PINTO,1,1,2.0
1290,TX,PANOLA,1,1,3.0
1291,TX,PARKER,1,1,4.0
1292,TX,POLK,1,1,3.0
1293,TX,POTTER,3,2,3.0
1294,TX,ROCKWALL,2,1,3.0
1295,TX,RUSK,1,1,3.0
1296,TX,SAN PATRICIO,1,1,4.0
1297,TX,SMITH,4,4,4.5
1298,TX,SOMERVELL,1,1,5.0
1299,TX,STARR,1,1,2.0
1300,TX,STEPHENS,1,1,3.0
1301,TX,TARRANT,24,16,3.5
1302,TX,TAYLOR,2,2,3.5
1303,TX,TERRY,1,1,3.0
1304,TX,TITUS,1,1,3.0
1305,TX,TOM GREEN,2,2,4.0
1306,TX,TRAVIS,11,8,3.75
1307,TX,TYLER,1,1,4.0
1308,TX,VAL VERDE,1,1,3.0
1309,TX,VICTORIA,2,2,3.5
1310,TX,WALKER,1,1,1.0
1311,TX,WASHINGTON,1,1,4.0
1312,TX,WEBB,2,2,3.0
1313,TX,WHARTON,1,1,3.0
1314,TX,WICHITA,3,2,3.5
1315,TX,WILBARGER,1,1,3.0
1316,TX,WILLIAMSON,6,4,3.75
1317,TX,WILSON,1,1,4.0
1318,TX,WISE,1,1,2.0
1319,TX,YOUNG,2,1,3.0
1320,UT,BOX ELDER,2,1,4.0
1321,UT,CACHE,2,1,3.0
1322,UT,CARBON,1,1,4.0
1323,UT,DAVIS,2,2,3.0
1324,UT,DUCHESNE,1,1,4.0
1325,UT,IRON,1,1,4.0
1326,UT,SALT LAKE,12,9,4.0
1327,UT,SEVIER,1,1,4.0
1328,UT,SUMMIT,1,1,4.0
1329,UT,TOOELE,1,1,4.0
1330,UT,UINTAH,1,1,3.0
1331,UT,UTAH,5,4,4.25
1332,UT,WASHINGTON,1,1,4.0
1333,UT,WEBER,2,2,3.5
1334,VA,ACCOMACK,1,1,4.0
1335,VA,ALBEMARLE,1,1,5.0
1336,VA,ALEXANDRIA CITY,1,1,3.0
1337,VA,ALLEGHANY,1,1,3.0
1338,VA,ARLINGTON,2,1,4.0
1339,VA,AUGUSTA,1,1,4.0
1340,VA,BEDFORD,1,1,4.0
1341,VA,BUCHANAN,1,1,3.0
1342,VA,CHARLOTTESVILLE CITY,1,1,2.0
1343,VA,CHESAPEAKE CITY,1,1,2.0
1344,VA,CHESTERFIELD,2,2,3.0
1345,VA,CULPEPER,1,1,2.0
1346,VA,DANVILLE CITY,1,1,1.0
1347,VA,EMPORIA CITY,1,1,2.0
1348,VA,ESSEX,1,1,4.0
1349,VA,FAIRFAX,4,4,4.5
1350,VA,FAUQUIER,1,1,2.0
1351,VA,FRANKLIN,1,1,4.0
1352,VA,FRANKLIN CITY,1,1,2.0
